date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2021-05-15, 09:43:52	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:54	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:56	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:58	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:00	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:02	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:04	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:06	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:08	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:10	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:12	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:14	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:16	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:20	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:22	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:24	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:26	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:28	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:30	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:32	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:34	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:36	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:44:38	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
